,Unnamed: 0,time,density,heading,latitude,longitude,passID,speed,temperature
117261,117261,2022-09-29 19:16:33.953000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,166.5959607064724
117262,117262,2022-09-29 19:16:34.081000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,166.30436435341835
117263,117263,2022-09-29 19:16:34.209000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,166.15856617689133
117264,117264,2022-09-29 19:16:34.337000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,166.03706769645214
117265,117265,2022-09-29 19:16:34.465000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,166.42586283385754
117266,117266,2022-09-29 19:16:34.593000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,166.45016252994537
117267,117267,2022-09-29 19:16:34.721000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,165.8183704316616
117268,117268,2022-09-29 19:16:34.849000+00:00,90.53,0.0,37.819064,-121.289225,52.0,0.368,165.52677407860756
117269,117269,2022-09-29 19:16:34.977000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,166.4744622260332
117270,117270,2022-09-29 19:16:35.105000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,165.9398689121008
117271,117271,2022-09-29 19:16:35.233000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,164.8949819803238
117272,117272,2022-09-29 19:16:35.361000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,165.50247438251972
117273,117273,2022-09-29 19:16:35.489000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,165.25947742164135
117274,117274,2022-09-29 19:16:35.617000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,165.11367924511433
117275,117275,2022-09-29 19:16:35.745000+00:00,90.53,80.47,37.819065,-121.289219,52.0,1.807,164.3117892742157
117276,117276,2022-09-29 19:16:35.873000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,164.28748957812786
117277,117277,2022-09-29 19:16:36.001000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,160.49673475325108
117278,117278,2022-09-29 19:16:36.129000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,157.26482041180134
117279,117279,2022-09-29 19:16:36.257000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,157.87233516573906
117280,117280,2022-09-29 19:16:36.385000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,157.75082550942898
117281,117281,2022-09-29 19:16:36.513000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,157.75082997977734
117282,117282,2022-09-29 19:16:36.641000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,157.38632448017597
117283,117283,2022-09-29 19:16:36.769000+00:00,90.53,80.47,37.819067,-121.289207,52.0,3.153,157.75082886219025
117284,117284,2022-09-29 19:16:36.897000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,159.08732444047928
117285,117285,2022-09-29 19:16:37.025000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,160.22943809628487
117286,117286,2022-09-29 19:16:37.153000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,161.20142817497253
117287,117287,2022-09-29 19:16:37.281000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,160.66683486104012
117288,117288,2022-09-29 19:16:37.409000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,160.521035566926
117289,117289,2022-09-29 19:16:37.537000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,161.39582574367523
117290,117290,2022-09-29 19:16:37.665000+00:00,95.26,86.398,37.819068,-121.289191,52.0,2.934,163.60709808766842
117291,117291,2022-09-29 19:16:37.793000+00:00,90.53,86.398,37.819068,-121.289191,52.0,2.934,165.91556921601295
117292,117292,2022-09-29 19:16:37.921000+00:00,94.16,86.158,37.819069,-121.289176,52.0,3.038,168.0539570003748
117293,117293,2022-09-29 19:16:38.049000+00:00,90.53,86.158,37.819069,-121.289176,52.0,3.038,168.36986422538757
117294,117294,2022-09-29 19:16:38.177000+00:00,94.16,86.158,37.819069,-121.289176,52.0,3.038,169.56060409545898
117295,117295,2022-09-29 19:16:38.305000+00:00,90.53,86.158,37.819069,-121.289176,52.0,3.038,169.8522138595581
117296,117296,2022-09-29 19:16:38.433000+00:00,95.26,86.158,37.819069,-121.289176,52.0,3.038,170.07092006504536
117297,117297,2022-09-29 19:16:38.561000+00:00,90.53,86.158,37.819069,-121.289176,52.0,3.038,171.89342968165874
117298,117298,2022-09-29 19:16:38.689000+00:00,90.53,86.158,37.819069,-121.289176,52.0,3.038,173.32711957395077
117299,117299,2022-09-29 19:16:38.817000+00:00,90.53,86.158,37.819069,-121.289176,52.0,3.038,172.01493486762047
117300,117300,2022-09-29 19:16:38.945000+00:00,90.53,90.0,37.819069,-121.28916,52.0,3.05,171.79623648524284
117301,117301,2022-09-29 19:16:39.073000+00:00,90.53,90.0,37.819069,-121.28916,52.0,3.05,172.3551306128502
117302,117302,2022-09-29 19:16:39.201000+00:00,90.53,90.0,37.819069,-121.28916,52.0,3.05,171.94203466176987
117303,117303,2022-09-29 19:16:39.329000+00:00,90.53,90.0,37.819069,-121.28916,52.0,3.05,172.64672808349133
117304,117304,2022-09-29 19:16:39.457000+00:00,94.16,90.0,37.819069,-121.28916,52.0,3.05,171.8448381125927
117305,117305,2022-09-29 19:16:39.585000+00:00,95.26,90.0,37.819069,-121.28916,52.0,3.05,172.11213365197182
117306,117306,2022-09-29 19:16:39.713000+00:00,95.26,90.0,37.819069,-121.28916,52.0,3.05,170.9214373677969
117307,117307,2022-09-29 19:16:39.841000+00:00,95.26,90.0,37.819069,-121.28916,52.0,3.05,171.26163870096207
117308,117308,2022-09-29 19:16:39.969000+00:00,95.26,93.842,37.819068,-121.289145,52.0,3.084,171.40744246542454
117309,117309,2022-09-29 19:16:40.097000+00:00,95.26,93.842,37.819068,-121.289145,52.0,3.084,171.16444662213326
117310,117310,2022-09-29 19:16:40.225000+00:00,95.26,93.842,37.819068,-121.289145,52.0,3.084,171.43174216151235
117311,117311,2022-09-29 19:16:40.353000+00:00,91.84,93.842,37.819068,-121.289145,52.0,3.084,171.45604074001312
117312,117312,2022-09-29 19:16:40.481000+00:00,90.53,93.842,37.819068,-121.289145,52.0,3.084,169.97371792793274
117313,117313,2022-09-29 19:16:40.609000+00:00,94.16,93.842,37.819068,-121.289145,52.0,3.084,170.36252982914448
117314,117314,2022-09-29 19:16:40.737000+00:00,95.26,93.842,37.819068,-121.289145,52.0,3.084,170.53263664245603
117315,117315,2022-09-29 19:16:40.865000+00:00,95.26,93.842,37.819068,-121.289145,52.0,3.084,170.94574600458145
117316,117316,2022-09-29 19:16:40.993000+00:00,95.26,90.0,37.819068,-121.28913,52.0,3.004,172.37943142652512
117317,117317,2022-09-29 19:16:41.121000+00:00,91.84,90.0,37.819068,-121.28913,52.0,3.004,173.76451410353184
117318,117318,2022-09-29 19:16:41.249000+00:00,90.74,90.0,37.819068,-121.28913,52.0,3.004,174.22620832920074
117319,117319,2022-09-29 19:16:41.377000+00:00,90.53,90.0,37.819068,-121.28913,52.0,3.004,173.6187159270048
117320,117320,2022-09-29 19:16:41.505000+00:00,90.53,90.0,37.819068,-121.28913,52.0,3.004,172.74392686784267
117321,117321,2022-09-29 19:16:41.633000+00:00,90.53,90.0,37.819068,-121.28913,52.0,3.004,173.8131134957075
117322,117322,2022-09-29 19:16:41.761000+00:00,90.53,90.0,37.819068,-121.28913,52.0,3.004,173.57011653482914
117323,117323,2022-09-29 19:16:41.889000+00:00,90.53,90.0,37.819068,-121.289114,52.0,3.084,172.6953263580799
117324,117324,2022-09-29 19:16:42.017000+00:00,90.53,90.0,37.819068,-121.289114,52.0,3.084,171.310241445899
117325,117325,2022-09-29 19:16:42.145000+00:00,95.26,90.0,37.819068,-121.289114,52.0,3.084,170.38682840764525
