,Unnamed: 0,time,density,heading,latitude,longitude,passID,speed,temperature
110589,110589,2022-09-29 19:02:19.937000+00:00,94.16,82.351,37.819054,-121.289438,49.0,3.027,172.40373112261295
110590,110590,2022-09-29 19:02:20.065000+00:00,90.53,82.351,37.819054,-121.289438,49.0,3.027,174.22620832920074
110591,110591,2022-09-29 19:02:20.193000+00:00,90.53,82.351,37.819054,-121.289438,49.0,3.027,175.00379860401154
110592,110592,2022-09-29 19:02:20.321000+00:00,90.53,82.351,37.819054,-121.289438,49.0,3.027,176.63187824189663
110593,110593,2022-09-29 19:02:20.449000+00:00,95.26,82.351,37.819054,-121.289438,49.0,3.027,176.8262791633606
110594,110594,2022-09-29 19:02:20.577000+00:00,95.26,82.351,37.819054,-121.289438,49.0,3.027,177.19077572226524
110595,110595,2022-09-29 19:02:20.705000+00:00,90.53,82.351,37.819054,-121.289438,49.0,3.027,177.26367816329002
110596,110596,2022-09-29 19:02:20.833000+00:00,90.53,82.351,37.819054,-121.289438,49.0,3.027,177.28798009455204
110597,110597,2022-09-29 19:02:20.961000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,177.48239777982235
110598,110598,2022-09-29 19:02:21.089000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.02438807487488
110599,110599,2022-09-29 19:02:21.217000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.19448371231556
110600,110600,2022-09-29 19:02:21.345000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.4860811829567
110601,110601,2022-09-29 19:02:21.473000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.31598331034184
110602,110602,2022-09-29 19:02:21.601000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.6804776340723
110603,110603,2022-09-29 19:02:21.729000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.70477733016014
110604,110604,2022-09-29 19:02:21.857000+00:00,95.26,86.398,37.819055,-121.289422,49.0,3.061,176.0243858397007
110605,110605,2022-09-29 19:02:21.985000+00:00,95.26,86.158,37.819056,-121.289407,49.0,3.038,175.00379860401154
110606,110606,2022-09-29 19:02:22.113000+00:00,94.16,86.158,37.819056,-121.289407,49.0,3.038,175.48979252576828
110607,110607,2022-09-29 19:02:22.241000+00:00,95.26,86.158,37.819056,-121.289407,49.0,3.038,175.61129100620747
110608,110608,2022-09-29 19:02:22.369000+00:00,95.26,86.158,37.819056,-121.289407,49.0,3.038,176.0972849279642
110609,110609,2022-09-29 19:02:22.497000+00:00,95.26,86.158,37.819056,-121.289407,49.0,3.038,176.0972860455513
110610,110610,2022-09-29 19:02:22.625000+00:00,94.16,86.158,37.819056,-121.289407,49.0,3.038,176.46178372204304
110611,110611,2022-09-29 19:02:22.753000+00:00,94.16,86.158,37.819056,-121.289407,49.0,3.038,178.2357095927
110612,110612,2022-09-29 19:02:22.881000+00:00,95.26,86.158,37.819057,-121.289392,49.0,3.13,179.06193502247334
110613,110613,2022-09-29 19:02:23.009000+00:00,94.16,86.158,37.819057,-121.289392,49.0,3.13,179.66945312917233
110614,110614,2022-09-29 19:02:23.137000+00:00,94.16,86.158,37.819057,-121.289392,49.0,3.13,180.5928684026003
110615,110615,2022-09-29 19:02:23.265000+00:00,95.26,86.158,37.819057,-121.289392,49.0,3.13,180.86016729474068
110616,110616,2022-09-29 19:02:23.393000+00:00,91.84,86.158,37.819057,-121.289392,49.0,3.13,181.68635807931423
110617,110617,2022-09-29 19:02:23.521000+00:00,90.53,86.158,37.819057,-121.289392,49.0,3.13,182.5125477463007
