,Unnamed: 0,time,density,heading,latitude,longitude,passID,speed,temperature
108425,108425,2022-09-29 18:57:42.945000+00:00,95.26,86.158,37.819072,-121.28913,47.0,3.015,166.54736131429672
108426,108426,2022-09-29 18:57:43.073000+00:00,95.26,86.158,37.819072,-121.28913,47.0,3.015,163.87439474463463
108427,108427,2022-09-29 18:57:43.201000+00:00,95.26,86.158,37.819072,-121.28913,47.0,3.015,161.61452300846577
108428,108428,2022-09-29 18:57:43.329000+00:00,95.26,86.158,37.819072,-121.28913,47.0,3.015,155.3936968743801
108429,108429,2022-09-29 18:57:43.457000+00:00,94.16,86.158,37.819072,-121.28913,47.0,3.015,148.05509701371193
108430,108430,2022-09-29 18:57:43.585000+00:00,94.16,86.158,37.819072,-121.28913,47.0,3.015,143.92405815422535
108431,108431,2022-09-29 18:57:43.713000+00:00,94.16,86.158,37.819072,-121.28913,47.0,3.015,142.9034709185362
108432,108432,2022-09-29 18:57:43.841000+00:00,95.26,86.158,37.819072,-121.28913,47.0,3.015,142.44177669286728
108433,108433,2022-09-29 18:57:43.969000+00:00,91.84,90.0,37.819072,-121.289114,47.0,2.946,143.38946484029293
108434,108434,2022-09-29 18:57:44.097000+00:00,94.16,90.0,37.819072,-121.289114,47.0,2.946,145.7222457230091
108435,108435,2022-09-29 18:57:44.225000+00:00,94.16,90.0,37.819072,-121.289114,47.0,2.946,149.24580223858356
108436,108436,2022-09-29 18:57:44.353000+00:00,95.26,90.0,37.819072,-121.289114,47.0,2.946,151.359908208251
108437,108437,2022-09-29 18:57:44.481000+00:00,94.16,90.0,37.819072,-121.289114,47.0,2.946,153.2552856206894
108438,108438,2022-09-29 18:57:44.609000+00:00,94.16,90.0,37.819072,-121.289114,47.0,2.946,154.83479380607605
108439,108439,2022-09-29 18:57:44.737000+00:00,95.26,90.0,37.819072,-121.289114,47.0,2.946,157.96953953802586
108440,108440,2022-09-29 18:57:44.865000+00:00,91.84,90.0,37.819072,-121.289114,47.0,2.946,159.57334741950035
