,Unnamed: 0,time,density,heading,latitude,longitude,passID,speed,temperature
110144,110144,2022-09-29 19:01:22.977000+00:00,94.16,-93.842,37.819075,-121.288797,48.0,3.13,155.07778741419315
110145,110145,2022-09-29 19:01:23.105000+00:00,94.16,-93.842,37.819075,-121.288797,48.0,3.13,160.20513616502285
110146,110146,2022-09-29 19:01:23.233000+00:00,94.16,-93.842,37.819075,-121.288797,48.0,3.13,162.00331814587116
110147,110147,2022-09-29 19:01:23.361000+00:00,94.16,-93.842,37.819075,-121.288797,48.0,3.13,163.75289626419544
110148,110148,2022-09-29 19:01:23.489000+00:00,90.53,-93.842,37.819075,-121.288797,48.0,3.13,164.53048653900623
110149,110149,2022-09-29 19:01:23.617000+00:00,94.16,-93.842,37.819075,-121.288797,48.0,3.13,167.03335523605347
110150,110150,2022-09-29 19:01:23.745000+00:00,90.74,-93.842,37.819075,-121.288797,48.0,3.13,167.93245069682598
110151,110151,2022-09-29 19:01:23.873000+00:00,91.84,-93.842,37.819075,-121.288797,48.0,3.13,168.10255527496338
110152,110152,2022-09-29 19:01:24.001000+00:00,91.84,-90.0,37.819075,-121.288813,48.0,3.153,169.82791304588318
110153,110153,2022-09-29 19:01:24.129000+00:00,91.84,-90.0,37.819075,-121.288813,48.0,3.153,170.5569363385439
110154,110154,2022-09-29 19:01:24.257000+00:00,94.16,-90.0,37.819075,-121.288813,48.0,3.153,170.43543115258217
110155,110155,2022-09-29 19:01:24.385000+00:00,90.74,-90.0,37.819075,-121.288813,48.0,3.153,170.3868306428194
110156,110156,2022-09-29 19:01:24.513000+00:00,90.53,-90.0,37.819075,-121.288813,48.0,3.153,170.33822901546955
110157,110157,2022-09-29 19:01:24.641000+00:00,94.16,-90.0,37.819075,-121.288813,48.0,3.153,170.2896285057068
110158,110158,2022-09-29 19:01:24.769000+00:00,91.84,-90.0,37.819075,-121.288813,48.0,3.153,170.55693186819553
110159,110159,2022-09-29 19:01:24.897000+00:00,94.16,-93.842,37.819074,-121.288828,48.0,3.027,170.97004681825638
110160,110160,2022-09-29 19:01:25.025000+00:00,90.53,-93.842,37.819074,-121.288828,48.0,3.027,170.84853939712048
110161,110161,2022-09-29 19:01:25.153000+00:00,94.16,-93.842,37.819074,-121.288828,48.0,3.027,170.67844040691853
110162,110162,2022-09-29 19:01:25.281000+00:00,90.74,-93.842,37.819074,-121.288828,48.0,3.027,170.72704203426838
110163,110163,2022-09-29 19:01:25.409000+00:00,91.84,-93.842,37.819074,-121.288828,48.0,3.027,171.3102436810732
110164,110164,2022-09-29 19:01:25.537000+00:00,94.16,-93.842,37.819074,-121.288828,48.0,3.027,171.3588397204876
110165,110165,2022-09-29 19:01:25.665000+00:00,94.16,-93.842,37.819074,-121.288828,48.0,3.027,172.06353537738323
110166,110166,2022-09-29 19:01:25.793000+00:00,94.16,-93.842,37.819074,-121.288828,48.0,3.027,172.93832443654537
110167,110167,2022-09-29 19:01:25.921000+00:00,94.16,-90.0,37.819074,-121.288843,48.0,3.004,173.18132139742374
110168,110168,2022-09-29 19:01:26.049000+00:00,94.16,-90.0,37.819074,-121.288843,48.0,3.004,173.740214407444
110169,110169,2022-09-29 19:01:26.177000+00:00,94.16,-90.0,37.819074,-121.288843,48.0,3.004,174.03181076049805
110170,110170,2022-09-29 19:01:26.305000+00:00,94.16,-90.0,37.819074,-121.288843,48.0,3.004,174.1290095448494
110171,110171,2022-09-29 19:01:26.433000+00:00,94.16,-90.0,37.819074,-121.288843,48.0,3.004,173.91031228005886
110172,110172,2022-09-29 19:01:26.561000+00:00,91.84,-90.0,37.819074,-121.288843,48.0,3.004,174.54210437834263
110173,110173,2022-09-29 19:01:26.689000+00:00,91.84,-90.0,37.819074,-121.288843,48.0,3.004,174.25050802528858
110174,110174,2022-09-29 19:01:26.817000+00:00,94.16,-90.0,37.819074,-121.288843,48.0,3.004,174.15330924093723
110175,110175,2022-09-29 19:01:26.945000+00:00,94.16,-90.0,37.819074,-121.288859,48.0,3.015,173.40001866221428
110176,110176,2022-09-29 19:01:27.073000+00:00,91.84,-90.0,37.819074,-121.288859,48.0,3.015,173.03552322089672
110177,110177,2022-09-29 19:01:27.201000+00:00,94.16,-90.0,37.819074,-121.288859,48.0,3.015,172.64672808349133
