,time,heading,latitude,longitude,speed,temperature,vibration
12909479,2022-09-29T18:41:33Z,,,,,180.25267601013184,2.5345945358276367
12910464,2022-09-29T18:41:33.985000Z,,,,,174.03181076049805,2.8663711547851562
12910465,2022-09-29T18:41:33.986000Z,,,,,174.03181076049805,2.8456344604492188
12910466,2022-09-29T18:41:33.987000Z,,,,,174.03181076049805,2.949315071105957
12910467,2022-09-29T18:41:33.988000Z,,,,,174.03181076049805,2.8248987197875977
12910468,2022-09-29T18:41:33.989000Z,,,,,170.92144966125488,2.8871068954467773
12910469,2022-09-29T18:41:33.990000Z,,,,,174.03181076049805,2.8248987197875977
12910470,2022-09-29T18:41:33.991000Z,,,,,174.03181076049805,2.6175384521484375
12910471,2022-09-29T18:41:33.992000Z,,,,,174.03181076049805,2.6382741928100586
12910472,2022-09-29T18:41:33.993000Z,,,,,174.03181076049805,2.7004823684692383
12910473,2022-09-29T18:41:33.994000Z,,,,,174.03181076049805,2.513857841491699
12910474,2022-09-29T18:41:33.995000Z,,,,,174.03181076049805,2.2442893981933594
12910475,2022-09-29T18:41:33.996000Z,,,,,174.03181076049805,2.5345945358276367
12910476,2022-09-29T18:41:33.997000Z,,,,,174.03181076049805,2.306497573852539
12910477,2022-09-29T18:41:33.998000Z,,,,,170.92144966125488,2.6382741928100586
12910478,2022-09-29T18:41:33.999000Z,,,,,174.03181076049805,2.5345945358276367
12910479,2022-09-29T18:41:34Z,,,,,174.03181076049805,2.928579330444336
12910480,2022-09-29T18:41:34.001000Z,,,,,174.03181076049805,2.8663711547851562
12910481,2022-09-29T18:41:34.002000Z,,,,,174.03181076049805,2.9078426361083984
12910482,2022-09-29T18:41:34.003000Z,,,,,174.03181076049805,2.9078426361083984
12910483,2022-09-29T18:41:34.004000Z,,,,,174.03181076049805,2.8871068954467773
12910484,2022-09-29T18:41:34.005000Z,,,,,170.92144966125488,2.9078426361083984
12910485,2022-09-29T18:41:34.006000Z,,,,,170.92144966125488,2.8871068954467773
12910486,2022-09-29T18:41:34.007000Z,,,,,174.03181076049805,2.741954803466797
12910487,2022-09-29T18:41:34.008000Z,,,,,170.92144966125488,2.5968027114868164
