,time,heading,latitude,longitude,speed,temperature,vibration
12991479,2022-09-29T18:42:55Z,,,,,180.25267601013184,2.9078426361083984
12991488,2022-09-29T18:42:55.009000Z,,,,,180.25267601013184,2.493122100830078
12991489,2022-09-29T18:42:55.010000Z,,,,,180.25267601013184,2.659010887145996
12991490,2022-09-29T18:42:55.011000Z,,,,,180.25267601013184,2.576066017150879
12991491,2022-09-29T18:42:55.012000Z,,,,,180.25267601013184,2.8456344604492188
12991492,2022-09-29T18:42:55.013000Z,,,,,180.25267601013184,2.7212181091308594
12991493,2022-09-29T18:42:55.014000Z,,,,,180.25267601013184,2.762690544128418
12991494,2022-09-29T18:42:55.015000Z,,,,,180.25267601013184,2.8456344604492188
12991495,2022-09-29T18:42:55.016000Z,,,,,180.25267601013184,2.8456344604492188
12991496,2022-09-29T18:42:55.017000Z,,,,,180.25267601013184,2.679746627807617
12991497,2022-09-29T18:42:55.018000Z,,,,,180.25267601013184,2.8041629791259766
12991498,2022-09-29T18:42:55.019000Z,,,,,180.25267601013184,2.8456344604492188
12991499,2022-09-29T18:42:55.020000Z,,,,,180.25267601013184,2.659010887145996
12991500,2022-09-29T18:42:55.021000Z,,,,,180.25267601013184,2.659010887145996
12991501,2022-09-29T18:42:55.022000Z,,,,,180.25267601013184,2.472386360168457
12991502,2022-09-29T18:42:55.023000Z,,,,,180.25267601013184,2.2235536575317383
12991503,2022-09-29T18:42:55.024000Z,,,,,180.25267601013184,2.472386360168457
12991504,2022-09-29T18:42:55.025000Z,,,,,180.25267601013184,2.3687057495117188
12991505,2022-09-29T18:42:55.026000Z,,,,,180.25267601013184,2.306497573852539
12991506,2022-09-29T18:42:55.027000Z,,,,,180.25267601013184,2.8248987197875977
12991507,2022-09-29T18:42:55.028000Z,,,,,180.25267601013184,2.8663711547851562
12991508,2022-09-29T18:42:55.029000Z,,,,,180.25267601013184,2.8456344604492188
12991509,2022-09-29T18:42:55.030000Z,,,,,180.25267601013184,2.949315071105957
12991510,2022-09-29T18:42:55.031000Z,,,,,180.25267601013184,2.8663711547851562
12991511,2022-09-29T18:42:55.032000Z,,,,,180.25267601013184,2.741954803466797
12991512,2022-09-29T18:42:55.033000Z,,,,,180.25267601013184,2.679746627807617
12991513,2022-09-29T18:42:55.034000Z,,,,,180.25267601013184,2.762690544128418
12991514,2022-09-29T18:42:55.035000Z,,,,,180.25267601013184,2.6382741928100586
12991515,2022-09-29T18:42:55.036000Z,,,,,180.25267601013184,2.7212181091308594
12991516,2022-09-29T18:42:55.037000Z,,,,,180.25267601013184,2.5968027114868164
12991517,2022-09-29T18:42:55.038000Z,,,,,180.25267601013184,2.5345945358276367
12991518,2022-09-29T18:42:55.039000Z,,,,,180.25267601013184,2.472386360168457
12991519,2022-09-29T18:42:55.040000Z,,,,,180.25267601013184,2.576066017150879
12991520,2022-09-29T18:42:55.041000Z,,,,,180.25267601013184,2.2235536575317383
12991521,2022-09-29T18:42:55.042000Z,,,,,180.25267601013184,2.5345945358276367
12991522,2022-09-29T18:42:55.043000Z,,,,,180.25267601013184,2.659010887145996
12991523,2022-09-29T18:42:55.044000Z,,,,,180.25267601013184,2.576066017150879
12991524,2022-09-29T18:42:55.045000Z,,,,,180.25267601013184,2.990786552429199
12991525,2022-09-29T18:42:55.046000Z,,,,,180.25267601013184,2.970050811767578
12991526,2022-09-29T18:42:55.047000Z,,,,,180.25267601013184,2.8456344604492188
12991527,2022-09-29T18:42:55.048000Z,,,,,180.25267601013184,3.0115232467651367
12991528,2022-09-29T18:42:55.049000Z,,,,,180.25267601013184,2.659010887145996
12991529,2022-09-29T18:42:55.050000Z,,,,,180.25267601013184,2.659010887145996
12991530,2022-09-29T18:42:55.051000Z,,,,,180.25267601013184,2.7004823684692383
12991531,2022-09-29T18:42:55.052000Z,,,,,180.25267601013184,2.4309139251708984
12991532,2022-09-29T18:42:55.053000Z,,,,,180.25267601013184,2.493122100830078
12991533,2022-09-29T18:42:55.054000Z,,,,,180.25267601013184,2.513857841491699
12991534,2022-09-29T18:42:55.055000Z,,,,,180.25267601013184,2.5345945358276367
12991535,2022-09-29T18:42:55.056000Z,,,,,180.25267601013184,2.4309139251708984
12991536,2022-09-29T18:42:55.057000Z,,,,,180.25267601013184,2.5345945358276367
12991537,2022-09-29T18:42:55.058000Z,,,,,180.25267601013184,2.6382741928100586
12991538,2022-09-29T18:42:55.059000Z,,,,,180.25267601013184,2.493122100830078
12991539,2022-09-29T18:42:55.060000Z,,,,,180.25267601013184,2.741954803466797
12991540,2022-09-29T18:42:55.061000Z,,,,,180.25267601013184,2.8456344604492188
12991541,2022-09-29T18:42:55.062000Z,,,,,180.25267601013184,2.8248987197875977
12991542,2022-09-29T18:42:55.063000Z,,,,,180.25267601013184,2.990786552429199
12991543,2022-09-29T18:42:55.064000Z,,,,,180.25267601013184,3.0944671630859375
12991544,2022-09-29T18:42:55.065000Z,,,,,180.25267601013184,2.7004823684692383
12991545,2022-09-29T18:42:55.066000Z,,,,,180.25267601013184,2.8663711547851562
12991546,2022-09-29T18:42:55.067000Z,,,,,180.25267601013184,2.659010887145996
12991547,2022-09-29T18:42:55.068000Z,,,,,180.25267601013184,2.38944149017334
12991548,2022-09-29T18:42:55.069000Z,,,,,180.25267601013184,2.38944149017334
12991549,2022-09-29T18:42:55.070000Z,,,,,180.25267601013184,2.4309139251708984
12991550,2022-09-29T18:42:55.071000Z,,,,,180.25267601013184,2.306497573852539
12991551,2022-09-29T18:42:55.072000Z,,,,,180.25267601013184,2.513857841491699
12991552,2022-09-29T18:42:55.073000Z,,,,,180.25267601013184,2.783426284790039
12991553,2022-09-29T18:42:55.074000Z,,,,,180.25267601013184,2.5968027114868164
12991554,2022-09-29T18:42:55.075000Z,,,,,180.25267601013184,2.8248987197875977
12991555,2022-09-29T18:42:55.076000Z,,,,,180.25267601013184,2.8871068954467773
12991556,2022-09-29T18:42:55.077000Z,,,,,180.25267601013184,2.679746627807617
12991557,2022-09-29T18:42:55.078000Z,,,,,180.25267601013184,2.8456344604492188
12991558,2022-09-29T18:42:55.079000Z,,,,,180.25267601013184,2.8871068954467773
12991559,2022-09-29T18:42:55.080000Z,,,,,180.25267601013184,2.6382741928100586
12991560,2022-09-29T18:42:55.081000Z,,,,,180.25267601013184,2.8456344604492188
12991561,2022-09-29T18:42:55.082000Z,,,,,180.25267601013184,2.8041629791259766
12991562,2022-09-29T18:42:55.083000Z,,,,,180.25267601013184,2.6175384521484375
12991563,2022-09-29T18:42:55.084000Z,,,,,180.25267601013184,2.741954803466797
12991564,2022-09-29T18:42:55.085000Z,,,,,180.25267601013184,2.493122100830078
12991565,2022-09-29T18:42:55.086000Z,,,,,180.25267601013184,2.38944149017334
